review_id,reply,2段階
183367257,"この度はご宿泊いただき、誠にありがとうございます。

お部屋に関するご指摘や朝食のパンに関して、ご不便をおかけし申し訳ございません。隣のお客様の音や置き時計の件については、今後の改善に努めてまいります。また、朝食に関しては和食もご用意しておりますので、次回の参考にしていただければ幸いです。

バイクの安全な駐輪についてお褒めの言葉をいただき、大変嬉しく思います。GWの時期は特に料金が高くなりますが、次回ぜひリベンジしていただければと思います。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

ご滞在中にご不便をおかけし申し訳ございませんでした。隣のお客様の音や置き時計の件についてご指摘いただき、感謝いたします。お部屋の環境向上に努めてまいります。

朝食についてもお口に合わなかったとのことで申し訳ございません。今後、メニューの見直しに取り組んでまいりますので、ぜひ次回は和食もお試しください。

バイクの駐車場に満足いただけたことは嬉しく思います。次回のご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367259,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。おしゃれな外観や内装を評価いただいたこと、大変嬉しく思います。

しかしながら、室内のデザインや設備、お食事に関してご不便をおかけし、心よりお詫び申し上げます。お客様からいただいた貴重なご意見は、今後の改善に活かさせていただきます。

朝食につきましても、期待に添えなかったこと、大変残念に思っております。新たなメニューやサービスの見直しを進め、より多くのお客様にご満足いただけるよう努めて参ります。

貴重なご意見をいただき、ありがとうございます。またのご来館を心よりお待ちしております。","この度は、オリエンタルホテル京都六条へのご宿泊、誠にありがとうございます。

おしゃれな外観や内装にご満足いただいた一方で、室内デザインや朝食内容に関して多くのご不満をお持ちになったこと、大変心苦しく思っております。

いただいた貴重なご意見は真摯に受け止め、今後の改善に努めてまいります。特にコンセントの位置やハンガー、テーブルの配置については、宿泊者様の利便性を重視した設計を検討いたします。また、朝食メニューの見直しを行い、より多様な選択肢をご用意できるよう努力いたします。

お客様にまたご満足いただけるよう、サービスの向上に努めてまいりますので、何卒ご容赦いただけますようお願い申し上げます。またのご来館を心よりお待ちしております。"
183367260,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

立地や建物の雰囲気、内装について、お気に召していただけたとのことで大変嬉しく思っております。京都らしい落ち着いた空間で、心地よいひとときをお過ごしいただけたことに感謝申し上げます。

またのご来館を心よりお待ちしております。次回のご滞在も、ぜひお楽しみいただけるよう努めてまいります。","この度はオリエンタルホテル 京都六条をご利用いただき、誠にありがとうございます。

建物の雰囲気や内装が京都らしいとご評価いただき、大変嬉しく思います。また、お気に入りいただけたとのお言葉に感謝いたします。

周辺の環境についても貴重なご意見をいただき、ありがとうございます。お客様に快適にお過ごしいただけるよう、今後とも努めて参ります。

またのご来館を心よりお待ちしております。"
183367292,"この度は貴重なご意見をいただき、誠にありがとうございます。

スタッフの対応についてお褒めいただき、大変嬉しく思っております。しかしながら、エントランスや水回りの臭い、アクセスに関するご不便については、ご不快な思いをさせてしまい申し訳ございません。

お客様のご指摘を真摯に受け止め、今後の改善に努めてまいります。ご期待に沿えるよう、さらなる努力を重ねて参りますので、今後ともどうぞよろしくお願いいたします。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。また、貴重なご意見をお寄せいただき感謝申し上げます。

スタッフの対応についてお褒めの言葉をいただき、大変嬉しく思います。しかし、エントランスの階段や水回りの臭い、アクセスの不便さ、駐車場の連携についてご不便をおかけし申し訳ございません。お客様のご指摘を真摯に受け止め、改善に向けて取り組んでまいります。

今後とも、お客様により良いサービスを提供できるよう努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367298,"この度は、当ホテルをご利用いただきありがとうございます。

お客様にはご不便をおかけし、誠に申し訳ございませんでした。隣の音の大きさや、ウェルカムコーヒーの紙コップが不足していたこと、また朝食の混雑について、貴重なご意見を頂戴し感謝いたします。

ご指摘いただきました点については、スタッフ一同で改善に努めてまいりますので、次回ご利用の際にはより快適にお過ごしいただけるよう取り組んでまいります。

またのご来館を心よりお待ち申し上げております。","この度はオリエンタルホテル京都六条にご滞在いただき、誠にありがとうございました。

ご指摘いただきました音の問題やウエルカムコーヒーの提供、朝食時の混雑については、心よりお詫び申し上げます。お客様にご不便をおかけし申し訳ございません。いただきましたご意見をもとに、改善に努めてまいります。

また、ロケーションにご満足いただけたとのこと、嬉しく思います。次回はより快適にお過ごしいただけるよう、スタッフ一同尽力いたしますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367304,"この度はご意見をお寄せいただき、誠にありがとうございます。

国際色豊かな環境についてのご感想をいただきましたこと、感謝申し上げます。異文化交流を楽しむ場として、様々なお客様にお越しいただいていることが当ホテルの特徴の一つです。

ただ、期待されていたご体験にお応えできていない点がございました場合は、心よりお詫び申し上げます。お客様にとってより良いご滞在となるよう、今後とも努めてまいります。

またのご来館を心よりお待ちしております。","ご来館いただき、誠にありがとうございます。国際色豊かな雰囲気をお楽しみいただけたこと、大変嬉しく思います。お客様にご満足いただけるよう、サービスの向上に努めてまいりますので、今後ともお気づきの点がございましたらご教示いただければ幸いです。

またのご来館を心よりお待ちしております。 

オリエンタルホテル京都六条"
183367316,"この度はオリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

居心地の良いホテルでのひとときを楽しんでいただけたとのこと、大変嬉しく思います。また、黄桜のクラフトビールをお楽しみいただき、楽しい時間を過ごされたご様子が伝わってまいりました。

一方で、エレベーターホールからお部屋までの距離にご不便をおかけし、申し訳ございません。次回ご利用の際には、ぜひその点をご相談いただければと思います。

今後ともお客様にとって快適な環境をご提供できるよう努めてまいりますので、またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

心地よい空間で黄桜のクラフトビールをお楽しみいただけたこと、大変嬉しく思います。また、お部屋の景観にもご満足いただけたとのこと、スタッフ一同喜んでおります。ただ、エレベーターホールからの距離に関しましてはご不便をおかけし申し訳ございませんでした。次回のご予約の際には、ご要望をぜひお知らせください。

貴重なご意見、感謝いたします。お客様のまたのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367317,"この度は、当ホテルをご利用いただき誠にありがとうございます。

立地や清潔感についてお褒めのお言葉をいただき、大変嬉しく思います。しかしながら、清掃の不備や価格についてのご意見を真摯に受け止めております。

お客様からのご指摘を基に、清掃に関して一層注意を払い、改善に努めて参ります。また、スタッフの接客についても指導を強化し、より良いサービスを提供できるよう努力いたします。

貴重なご意見をいただき、感謝申し上げます。お客様の再訪を心よりお待ちしております。","お忙しい中、ご感想をお寄せいただき誠にありがとうございます。

立地や清潔さについてお褒めの言葉をいただき、大変嬉しく思います。しかし、浴室やトイレの清掃に関するご指摘は真摯に受け止め、徹底させていただきます。お客様にご満足いただける空間を提供できるよう、清掃業務の見直しを行います。

また、フロントスタッフの対応についても改善に努め、より良いサービスを目指してまいります。料金やサービスに関する貴重なご意見も、参考にさせていただきます。

今後とも、より快適にお過ごしいただけるよう努力いたしますので、またのご来館を心よりお待ちしております。 

オリエンタルホテル京都六条"
183367322,"この度は当ホテルにご宿泊いただき、誠にありがとうございます。

ご指摘いただいた点について、貴重なご意見をいただき感謝いたします。チェックイン時の混雑や、客室内の設備に関するご不満については、早急に改善を検討させていただきます。

朝食についても、品数や内容がご期待に沿えなかったことも大変残念でございます。お客様にご満足いただけるよう、スタッフ一同努力して参ります。

次回のご利用を心よりお待ちしております。","この度はオリエンタルホテル 京都六条にご来館いただき、誠にありがとうございます。また、貴重なご意見をいただき、大変感謝申し上げます。

駐車場のご案内や、チェックイン時の混雑についてご不便をおかけし申し訳ございません。お客様のご指摘は、今後のサービス改善にしっかりと役立ててまいります。

客室や朝食に関しましても、ご期待に沿えず心苦しく思っております。ご提案いただきました内容についても真摯に検討し、より快適にお過ごしいただけるよう努めてまいります。

またのご来館を心よりお待ち申し上げております。貴重なご意見、ありがとうございます。

オリエンタルホテル京都六条"
183367323,"この度は当ホテルにご宿泊いただき、誠にありがとうございます。

初めての訪問において、接客対応にご不便をおかけし申し訳ございません。お客様から頂いた貴重なご意見は、スタッフ一同の教育改善に活かさせていただきます。

お部屋やご朝食についてのご指摘もありがとうございます。お客様にご満足いただけるよう、より良いサービスの提供に努めてまいります。

ぜひ次回のご来館も心よりお待ちしております。","この度は当ホテルをご利用いただき、誠にありがとうございます。

チェックイン時の接客に関してご不快な思いをさせてしまい、大変申し訳ございません。スタッフの教育は私たちにとって非常に重要であり、いただいたご意見を真摯に受け止め、今後の改善に努めてまいります。

お部屋にご満足いただけたとのこと、大変嬉しく思います。また、朝ごはんに関する貴重なご指摘もありがとうございます。お客様にとってより良いご滞在ができるよう、メニュー作りに反映させていただきます。

今後ともお客様のお声を大切にし、より良いサービスを提供できるよう努力いたしますので、またのご来館を心よりお待ちしております。 

オリエンタルホテル京都六条"
183367325,"この度は、当ホテルをご利用いただき、誠にありがとうございます。

ご滞在中にご不便をおかけし、またご期待に沿えなかったこと、心よりお詫び申し上げます。チェックイン時や清掃状態、サービスにおいて、多くの不備がございましたことについて真摯に受け止めております。お客様からの貴重なご意見を基に、スタッフ一同、改めてサービスの向上に努めてまいります。

お客様が快適なご滞在を楽しんでいただけるよう、引き続き改善を図ってまいりますので、何卒ご容赦ください。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

ご指摘いただきましたスタッフの対応やお部屋の清掃状態について、深くお詫び申し上げます。不快な思いをおかけし、大変申し訳ございませんでした。

特に、チェックイン時の説明が不十分であったこと、また清掃が行き届いていなかったことは、直ちに改善に努めてまいります。お客様の貴重なご意見は、私たちにとって非常に重要であり、サービス向上に活かしていく所存です。

この度のご滞在がご期待に沿えなかったことを重く受け止めております。もし再度ご利用いただける機会がございましたら、心を込めておもてなしを提供できるよう努めてまいります。

改めて貴重なご意見をいただき、誠にありがとうございました。再訪を心よりお待ち申し上げております。

オリエンタルホテル京都六条"
183367326,"この度は当ホテルにご宿泊いただき、誠にありがとうございます。

初めての旅行の際に当ホテルをお選びいただいたこと、大変嬉しく思います。しかしながら、エントランスのバリアフリー状況やお部屋の加湿器に関しまして、ご不便をおかけし申し訳ございませんでした。

特に加湿器の手入れについては、清掃が行き届いていなかったことを深くお詫び申し上げます。お部屋や朝食を気に入っていただけたとのことは嬉しい限りですが、全体的な滞在の質が向上するよう改善に努めて参ります。

貴重なご意見をいただきありがとうございます。次回はより良いご滞在を提供できるよう努力いたしますので、またのお越しを心よりお待ちしております。","この度はオリエンタルホテル 京都六条にご宿泊いただき、また貴重なご意見をお寄せいただき、誠にありがとうございます。

ご滞在中にご不便をお掛けし申し訳ございませんでした。エントランスのバリアフリーに関するご指摘や、スタッフの対応については真摯に受け止め、改善に努めて参ります。また、加湿器の状態についてもご指摘ありがとうございます。清掃や管理の見直しを早急に行い、今後このようなことがないよう徹底いたします。

お部屋や朝食にご満足いただけた点があったことは嬉しく思いますが、残念な思いをさせてしまったこと心よりお詫び申し上げます。お客様の貴重なご意見をもとに、サービス向上に努めて参りますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367336,"この度は、オリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

ホテルの雰囲気や清潔さ、充実したアメニティ、さらには朝食にご満足いただけたとのこと、大変嬉しく思っております。お客様の温かいお言葉は、スタッフ一同の励みとなります。

今後とも、更なるサービス向上に努めてまいりますので、またのご来館を心よりお待ちしております。","この度はオリエンタルホテル 京都六条をご利用いただき、誠にありがとうございます。

お褒めの言葉をいただき、大変嬉しく思います。清潔感やアメニティ、朝食にご満足いただけたことは、私たちにとって大きな励みとなります。

お客様のまたのご来館を心よりお待ちしております。どうぞお気軽にお越しください。

オリエンタルホテル京都六条"
183367338,"この度はオリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

清水寺と嵐山の中間という便利な立地を活かし、快適にお過ごしいただけたとのこと、大変嬉しく思います。また、清掃が行き届いているとのお言葉をいただき、スタッフ一同励みになります。

今後もお客様にとって快適な空間を提供できるよう、努めてまいりますので、ぜひまたのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

立地や清掃についてお褒めの言葉をいただき、大変嬉しく思います。お客様が快適にお過ごしいただけたことは、私たちにとりまして何よりの喜びです。

今後ともお越しいただく皆様に良いサービスを提供できるよう、一層努力してまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367339,"この度はオリエンタルホテル 京都六条をご利用いただき、誠にありがとうございます。

静かな環境の中でお過ごしいただけたとのこと、大変嬉しく思います。また、チェックイン手続きに対しても好感を持っていただけたことに感謝申し上げます。

お客様により良い体験を提供できるよう、スタッフ一同努めてまいります。 

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル 京都六条をご利用いただき、誠にありがとうございます。

静かな環境でお過ごしいただけたとのこと、大変嬉しく思っております。また、チェックイン手続きにおいてもご満足いただけたことに、スタッフ一同励みを感じております。

お客様により快適にお過ごしいただけるよう、今後も努めてまいります。ぜひまたのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367350,"この度はご利用いただき、誠にありがとうございます。

ビジネスホテルのように感じられたとのこと、またご料金についてのご指摘も感謝いたします。お客様にご満足いただけるサービスを提供できるよう、引き続き努力して参ります。

ご不便をおかけし申し訳ございませんが、今後ともご意見をお寄せいただけますと幸いです。 

またのご来館を心よりお待ちしております。","この度はご意見をいただき、誠にありがとうございます。

ご期待に沿えず申し訳ございません。価格に対するご満足感を向上させるため、今後もより良いサービスを提供できるよう努めて参ります。お客様のご指摘は、私たちにとって貴重な意見です。

またのご来館を心よりお待ちしております。  
オリエンタルホテル京都六条"
183367354,"この度はご利用いただき、誠にありがとうございます。

ホテルの落ち着いた雰囲気や、シンプルなデザインを気に入っていただけたとのこと、大変嬉しく思います。余計なものがなく、リラックスできる空間を提供できるよう努めております。

また、場所を考慮したリーズナブルな価格についてもご評価いただき、ありがとうございます。

今後ともお客様にご満足いただけるサービスを提供できるよう、スタッフ一同尽力して参ります。

またのご来館を心よりお待ちしております。","ご来館いただき、誠にありがとうございます。

お客様に当ホテルのシンプルで落ち着いた雰囲気を気に入っていただけたこと、大変嬉しく思っております。余計なものを排した空間は、リラックスできる場所として大切にしており、こうして評価していただけることが何よりの喜びです。

リーズナブルな価格に関してもご満足いただけたようで、感謝申し上げます。今後とも、お客様にご満足いただけるようスタッフ一同努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367363,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

京都駅からのアクセスについてお褒めいただき、また周囲の静けさを感じていただけたとのこと、大変嬉しく思います。西本願寺の近くに位置しておりますので、観光にも便利な場所にございます。

お客様にご満足いただける時間を提供できたこと、スタッフ一同心より嬉しく思っております。今後もお客様にとって快適な空間を提供できるよう努めて参ります。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご来館いただき、誠にありがとうございます。

京都駅からのアクセスや周辺環境についてお褒めの言葉をいただき、大変嬉しく思います。静かな場所でリラックスできたとのこと、何よりの喜びです。

今後ともより良いサービスを提供できるよう努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367364,"この度は、五泊六日のご滞在におきまして、様々なご不便をおかけし申し訳ございません。

掃除の件や観光案内の不足について、貴重なご意見を頂戴し感謝申し上げます。清掃の際は、事前のご指示をいただく必要がございますが、これは今後の改善点としてスタッフ一同で検討させていただきます。

また、シャワーカーテンの臭いについても、早急に対策を検討し、快適な環境をご提供できるよう努めてまいります。

お客様のご指摘を真摯に受け止め、より良いサービスを目指して精進いたしますので、今後ともよろしくお願い申し上げます。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

お客様にはご不便をおかけし申し訳ございませんでした。清掃に関するご指摘や周辺情報の提供不足について、貴重なご意見をいただき感謝いたします。スタッフ一同、注意喚起を行い、情報提供の充実を図ってまいります。

シャワーカーテンの臭いについても、迅速に改善に取り組みます。お客様が快適にお過ごしいただけるよう、引き続き努力してまいります。

またのご来館を心よりお待ちしております。 

オリエンタルホテル京都六条"
183367366,"この度は当ホテルにお越しいただき、誠にありがとうございます。

お部屋のグレードアップや、館内設備についてご満足いただけたとのこと、大変嬉しく思います。また、朝食の和食やデザートもお楽しみいただけたようで、何よりです。

駅からの距離や入口の階段については、ご不便をおかけし申し訳ございません。貴重なご指摘をいただき、スタッフ一同、今後の改善に活かしてまいります。

知人へのおすすめもありがとうございます。またのご来館を心よりお待ちしております。","この度は、オリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

お部屋のグレードアップや館内設備、朝食にご満足いただけたとのこと、大変嬉しく思います。お客様の貴重なご意見も、心より感謝申し上げます。

アクセスやフロントのスタッフについてのご指摘は、今後の改善点としてしっかり受け止め、より快適にお過ごしいただけるよう努めて参ります。

またのご来館を心よりお待ちしております。"
183367367,"この度はご宿泊いただき、誠にありがとうございます。

ブッフェスタイルの朝食にご満足いただけたとのこと、大変嬉しく思っております。安定した美味しさを提供できるよう努めてまいります。

また、落ち着いた雰囲気や作業スペースをご利用いただけたことも聞き、とても光栄です。

一方で、ドライヤーの場所や水圧、清掃に関してご不便をおかけし申し訳ございません。これらの点については、今後の改善に活かさせていただきます。

お客様の貴重なご意見、心より感謝申し上げます。 

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

ブッフェスタイルの朝食についてのご意見をいただき、大変嬉しく思います。また、落ち着いた雰囲気をお楽しみいただけたことに感謝申し上げます。お客様の評価を励みに、さらなるサービス向上に努めてまいります。

しかしながら、ドライヤーの位置や水圧、清掃に関するご指摘をいただき、ご不便をおかけし申し訳ございません。お寄せいただいた貴重なご意見は、スタッフ一同で真摯に受け止め、改善に努めます。

またのご来館を心よりお待ちしております。"
183367371,"この度は、オリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

お客様に「すごくよい」との評価をいただき、大変嬉しく思っております。お客様のご期待にお応えできたことは、私たちの励みとなります。

今後もより良いサービスを提供できるよう、スタッフ一同努めて参ります。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

「すごくよい」とのお言葉をいただき、大変嬉しく思います。お客様にご満足いただけたことが、私たちの何よりの励みです。

今後とも、さらに快適にお過ごしいただけるようスタッフ一同努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367372,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

お部屋の清潔さや、スタッフの接客にご満足いただけたとのこと、大変嬉しく思います。ホテル周辺の便利な立地や、電動レンタサイクルをお楽しみいただけたことも、嬉しいご報告です。

またのご来館を心よりお待ちしております。ぜひ次回もお越しください。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

お部屋やスタッフの接客についてお褒めの言葉をいただき、大変嬉しく思っております。電動レンタサイクルをご利用いただき、京都の観光をお楽しみいただけたことも幸いです。またアクセスや周辺環境についてご評価いただき、感謝申し上げます。

お客様のまたのご来館を心よりお待ちしております。素敵な旅を続けてください。

オリエンタルホテル京都六条"
183367375,"この度はオリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

お部屋の雰囲気を気に入っていただけたとのこと、大変嬉しく思っております。天井が高いことは確かに広さを感じさせてくれますね。

バスルームに関しましては、狭さを感じさせてしまい申し訳ございません。また、空気清浄機の埃やWi-Fiの接続不良についてはご不便をおかけし、お詫び申し上げます。迅速な対応で解消できたとのこと、ホッとしております。

今後も快適にお過ごしいただけるよう努めて参りますので、またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

お部屋の雰囲気をお気に召していただけたこと、大変嬉しく思います。天井の高さが快適な空間を提供できたようで、なによりです。

バストイレのサイズや空気清浄機の状態についてご指摘いただき、感謝申し上げます。清掃や設備のメンテナンスには一層の努力をして参りますので、今後ともお気づきの点がございましたらお知らせください。

Wi-Fiの件については、迅速に対応できたことを嬉しく思います。快適にお過ごしいただけたなら幸いです。

またのご来館を心よりお待ちしております。"
183367376,"この度はご宿泊いただき、誠にありがとうございます。

ご希望の「2人ともベッドからTVが見える部屋」をご用意できたこと、大変嬉しく思います。お客様にご満足いただけることが何よりの励みです。

バイキングの予約制についてはご不便をおかけいたしましたが、料金にご満足いただけたとのこと、安心いたしました。ただ、1階の身障者用トイレに関しましては臭いでご不快なお思いをさせてしまい申し訳ございません。改善に努めてまいります。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

ご希望のお部屋をご用意できたとのこと、大変嬉しく思っております。また、バイキングの予約制についてご不便をおかけしたこと、申し訳ございませんが、全体的に満足いただけたとのお言葉をお聞きできて光栄です。

ご指摘いただきました1階の身障者用トイレの件については、清掃の徹底に努めてまいります。貴重なご意見をありがとうございました。

またのご来館を心よりお待ちしております。"
183367379,"この度はオリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。 

静かな立地や広々としたロビー、お部屋の清潔感など、お客様にご満足いただけたことを大変嬉しく思っております。また、京風ブッフェスタイルの朝食がお口に合ったとのことで、シェフも喜んでおります。 

いただきましたご意見についても、貴重なご指摘として今後の改善に活かさせていただきます。ソファー近くのテーブルやコンセントの配置について、確かに便利さが増すかと思いますので、検討いたします。 

お客様のまたのご来館を心よりお待ち申し上げております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

ホテルの立地や雰囲気、そしてお部屋での快適さをお楽しみいただけたとのこと、大変嬉しく思っております。セキュリティシステムについてもご安心いただけたようで何よりです。

ご指摘いただきましたソファー近くのテーブルやコンセントの配置については、貴重なご意見として今後の改善に活かさせていただきます。

美味しい京風の朝食をご堪能いただけたとのことで、私たちの料理が素敵な思い出となったことに感謝申し上げます。

またのご来館を心よりお待ち申し上げております。"
183367381,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。  

宿泊費用にご満足いただけたとのこと、大変嬉しく思います。新しいホテルの快適さをご堪能いただけた様子も伺え、何よりでございます。  

また、交通の便利さについてもご評価いただき、重ねて感謝いたします。  

お客様のまたのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

快適にお過ごしいただけたとのことで、スタッフ一同大変嬉しく思っております。また、新しいホテルの利便性やロビー・部屋の快適さを評価していただき、心より感謝申し上げます。

今後もより良いサービスを提供できるよう努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367383,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

お洒落な外観や、朝食のおばんざいや湯豆腐をお楽しみいただけたとのこと、大変嬉しく思います。スタッフへの温かいお言葉も、心より感謝申し上げます。

しかしながら、お部屋のトイレやバスルームに関してご不便をおかけし、申し訳ございません。頂いたご意見は、今後の改善に役立ててまいります。

貴重なご意見をいただき、ありがとうございました。またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。お洒落な外観やお部屋の広さ、そして朝食メニューをお楽しみいただけたとのこと、大変嬉しく存じます。

ただ、トイレやバスルームに関してご不快な思いをさせてしまい、心よりお詫び申し上げます。清掃には万全を期しておりますが、早急に原因を確認し、改善に努めさせていただきます。

貴重なご意見をありがとうございます。今後ともより良いサービスを提供できるよう努力してまいりますので、またのご来館を心よりお待ちしております。"
183367386,"この度はご宿泊ありがとうございます。

路地裏の立地や京都の町並みを感じながらのご散策についてのご感想、大変嬉しく拝読いたしました。また、朝食に関しまして、内容に満足いただけたとのこと、幸いでございます。

ご指摘いただきましたメニューの変化や客室の利便性については、今後の改善の参考にさせていただきます。貴重なご意見をありがとうございます。

朝の陽射しを早く感じられるという点についても、当ホテルの特色として楽しんでいただけたのなら嬉しい限りです。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

京都の町並みを感じながらのアクセスや、お部屋、朝食に関する詳細なご意見をいただき、大変嬉しく思います。バイキング形式の和食にご満足いただけたとのこと、ありがとうございます。パンのご要望や連泊時のメニューの変化については、貴重なご意見としてしっかりと検討させていただきます。

また、客室の充電設備や設えについてのご指摘も感謝いたします。今後とも、お客様が快適にお過ごしいただけるよう、スタッフ一同努めてまいります。

次回のご来館を心よりお待ちしております。"
183367387,"この度は当ホテルをご利用いただき、誠にありがとうございます。

お部屋や清掃に関するご指摘をいただきましたこと、心よりお詫び申し上げます。ご滞在中に不快な思いをさせてしまい、大変申し訳ありませんでした。

ご指摘いただいた点については、スタッフ一同で改善に努め、今後のサービス向上に活かしてまいります。朝食やデザイン面にお褒めの言葉をいただいたことには感謝いたしますが、全体的なご満足につながらなかったことを重く受け止めています。

またのお越しを心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。また、貴重なお声をお寄せいただきましたことに心より感謝申し上げます。

インテリアや朝食、スタッフの対応についてお褒めいただき、大変嬉しく思います。しかしながら、清掃や水回りの不備によりご不快な思いをさせてしまいましたこと、心よりお詫び申し上げます。お客様からのご指摘は、今後の改善にしっかりと活かさせていただきます。

お客様に心地よくお過ごしいただける環境作りが私たちの使命です。今後ともより良いサービスを提供できるよう、努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367388,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

閑静な環境でおくつろぎいただけたとのこと、大変嬉しく思っております。京都駅に近い立地が、旅の便利さに寄与できたことに安堵しています。また、タクシーの予約に関してもお手伝いできて良かったです。

今後ともお客様に快適にお過ごしいただけるよう、スタッフ一同努めてまいります。 

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

京都駅からのアクセスの良さや、静かな環境でゆっくりとお寛ぎいただけたとのお言葉、大変嬉しく思っております。また、タクシーの予約に関しましてお力になれたこと、安心いたしました。

今後ともお客様に快適な空間を提供できるよう、スタッフ一同努めて参ります。ぜひまたのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367389,"この度はご宿泊いただき、誠にありがとうございます。

お部屋やスタッフの対応にご満足いただけたとのこと、大変嬉しく思います。お洒落なお雰囲気を楽しんでいただけたことは、私たちにとって何よりの喜びです。

しかしながら、TVのリモコンが見つけにくかったことや、朝食ビュッフェの品数に関してはご不便をおかけし申し訳ございません。頂戴したご意見は今後の改善に活かしてまいります。

また、白味噌のお味噌汁をお気に召していただけたこと、嬉しく思います。次回は、さらなるご満足をお届けできるよう努力してまいりますので、またのご来館を心よりお待ちしております。","この度はオリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

お部屋やスタッフの対応についてお褒めの言葉をいただき、大変嬉しく思っております。ただ、TVのリモコンや朝食ビュッフェの品数についてご不便をおかけし申し訳ございません。貴重なご意見として、今後の改善に努めてまいります。

また、白味噌のお味噌汁をお楽しみいただけたとのこと、何より嬉しく思います。次回のご利用を心よりお待ちしております。

オリエンタルホテル京都六条"
